Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
15:37:46:0880,Trash Syringe,Propofol,28,1,1,1,1,15:37:51:7171,
15:38:03:6655,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
15:38:03:6655,Select Drug,Atropine,-,-,-,-,-,15:38:09:3119,
15:38:09:3119,Move Syringe,no,0.00,0,0,0,0,15:38:12:8320,
15:38:12:8320,Fill Syringe,Atropine,13,1,0,0,0,15:38:18:5985,
15:38:18:5985,Trash Syringe,Atropine,13,1,0,0,1,15:38:41:4247,
15:38:41:4247,Select Drug,Atropine,-,-,-,-,-,15:38:44:7355,
15:38:44:7355,Move Syringe,no,0.00,0,0,0,0,15:38:47:6758,
15:38:47:6758,Fill Syringe,Atropine,12,1,0,0,0,15:38:51:4537,
15:38:51:4537,Apply Lable,Atropine,12,1,1,0,0,15:38:55:4790,
15:38:55:4790,AdministerSyringe,Atropine,12,1,1,1,0,15:38:59:0903,
15:38:59:0903,Trash Syringe,Atropine,12,1,1,1,1,15:39:03:7335,
15:39:10:0599,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
15:39:10:0599,Select Drug,Succinylcholine,-,-,-,-,-,15:39:17:7138,
15:39:17:7138,Move Syringe,no,0.00,0,0,0,0,15:39:21:2849,
15:39:21:2849,Fill Syringe,Succinylcholine,8,1,0,0,0,15:39:28:9864,
15:39:28:9864,Apply Lable,Succinylcholine,8,1,1,0,0,15:39:30:9737,
15:39:30:9737,AdministerSyringe,Succinylcholine,8,1,1,1,0,15:39:35:0656,
15:39:35:0656,Trash Syringe,Succinylcholine,8,1,1,1,1,15:39:41:0146,
15:39:42:8201,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
15:39:42:8201,Select Drug,Lidocaine,-,-,-,-,-,15:39:56:3295,
15:39:56:3295,Move Syringe,no,0.00,0,0,0,0,15:40:01:1429,
15:40:01:1429,Fill Syringe,Lidocaine,4,1,0,0,0,15:40:03:0319,
15:40:03:0319,Apply Lable,Lidocaine,4,1,1,0,0,15:40:04:9035,
15:40:04:9035,AdministerSyringe,Lidocaine,4,1,1,1,0,15:40:08:8631,
15:40:08:8631,Trash Syringe,Lidocaine,4,1,1,1,1,15:40:12:7058,
15:40:14:3131,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
15:40:14:3131,Select Drug,Fentanyl,-,-,-,-,-,15:40:19:7108,
15:40:19:7108,Move Syringe,no,0.00,0,0,0,0,15:40:32:0450,
15:40:32:0450,Fill Syringe,Fentanyl,4,1,0,0,0,15:40:32:8406,
15:40:32:8406,Apply Lable,Fentanyl,4,1,1,0,0,15:40:36:3666,
15:40:36:3666,AdministerSyringe,Fentanyl,4,1,1,1,0,15:40:40:2601,
15:40:40:2601,Trash Syringe,Fentanyl,4,1,1,1,1,15:40:44:8674,
15:40:54:3329,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
15:40:54:3329,Select Drug,Vecuronium,-,-,-,-,-,15:41:02:5852,
15:41:02:5852,Move Syringe,no,0.00,0,0,0,0,15:41:08:8559,
15:41:08:8559,Fill Syringe,Vecuronium,3,1,0,0,0,15:41:10:4469,
15:41:10:4469,Apply Lable,Vecuronium,3,1,1,0,0,15:41:12:9143,
15:41:12:9143,AdministerSyringe,Vecuronium,3,1,1,1,0,15:41:16:3114,
15:41:16:3114,Trash Syringe,Vecuronium,3,1,1,1,1,15:41:20:6025,
15:41:26:7755,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 2 mL of Fentanyl
15:41:26:7755,Select Drug,Fentanyl,-,-,-,-,-,15:41:31:6440,
15:41:31:6440,Move Syringe,no,0.00,0,0,0,0,15:41:36:2919,
15:41:36:2919,Fill Syringe,Fentanyl,2,1,0,0,0,15:41:37:3367,
15:41:37:3367,Apply Lable,Fentanyl,2,1,1,0,0,15:41:39:0755,
15:41:39:0755,AdministerSyringe,Fentanyl,2,1,1,1,0,15:41:41:9912,
15:41:41:9912,Trash Syringe,Fentanyl,2,1,1,1,1,15:41:47:0864,
15:41:48:9418,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 7 mL of Succinylcholine
15:41:48:9418,Select Drug,Succinylcholine,-,-,-,-,-,15:41:54:8882,
15:41:54:8882,Move Syringe,no,0.00,0,0,0,0,15:42:13:7682,
15:42:13:7682,Fill Syringe,Succinylcholine,7,1,0,0,0,15:42:14:4811,
15:42:14:4811,Apply Lable,Succinylcholine,7,1,1,0,0,15:42:17:8245,
15:42:17:8245,AdministerSyringe,Succinylcholine,7,1,1,1,0,15:42:30:0025,
15:42:30:0025,Trash Syringe,Succinylcholine,7,1,1,1,1,15:42:35:0151,
15:42:35:8929,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
15:42:35:8929,Select Drug,Fentanyl,-,-,-,-,-,15:42:40:0656,
15:42:40:0656,Move Syringe,no,0.00,0,0,0,0,15:42:45:5417,
15:42:45:5417,Fill Syringe,Fentanyl,3,1,0,0,0,15:42:46:4035,
15:42:46:4035,Apply Lable,Fentanyl,3,1,1,0,0,15:42:49:6814,
15:42:49:6814,AdministerSyringe,Fentanyl,3,1,1,1,0,15:43:01:7516,
15:43:01:7516,Trash Syringe,Fentanyl,3,1,1,1,1,15:43:06:4842,
15:43:08:3733,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
15:43:08:3733,Select Drug,Fentanyl,-,-,-,-,-,15:43:11:4234,
15:43:11:4234,Move Syringe,no,0.00,0,0,0,0,15:43:24:9192,
15:43:24:9192,Fill Syringe,Fentanyl,1,1,0,0,0,15:43:25:7149,
15:43:25:7149,AdministerSyringe,Fentanyl,1,1,0,1,0,15:43:28:8789,
15:43:28:8789,Trash Syringe,Fentanyl,1,1,0,1,1,15:43:33:2210,
15:43:35:4912,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
15:43:35:4912,Select Drug,Rocuronium,-,-,-,-,-,15:43:41:6783,
15:43:41:6783,Move Syringe,no,0.00,0,0,0,0,15:43:49:5920,
15:43:49:5920,Fill Syringe,Rocuronium,3,1,0,0,0,15:43:59:4699,
15:43:59:4699,Apply Lable,Rocuronium,3,1,1,0,0,15:44:01:2919,
15:44:01:2919,AdministerSyringe,Rocuronium,3,1,1,1,0,15:44:05:7318,
15:44:05:7318,Trash Syringe,Rocuronium,3,1,1,1,1,15:44:10:0529,
15:44:13:4494,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
15:44:13:4494,Select Drug,Fentanyl,-,-,-,-,-,15:44:27:7376,
15:44:27:7376,Move Syringe,no,0.00,0,0,0,0,15:44:30:5801,
15:44:30:5801,Fill Syringe,Fentanyl,4,1,0,0,0,15:44:35:9652,
15:44:35:9652,Apply Lable,Fentanyl,4,1,1,0,0,15:44:37:7700,
15:44:37:7700,AdministerSyringe,Fentanyl,4,1,1,1,0,15:44:40:7686,
15:44:40:7686,Trash Syringe,Fentanyl,4,1,1,1,1,15:44:45:2526,
15:44:49:7152,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 5 mL of Vecuronium
15:44:49:7152,Select Drug,Vecuronium,-,-,-,-,-,15:45:02:6476,
15:45:02:6476,Move Syringe,no,0.00,0,0,0,0,15:45:11:5534,
15:45:11:5534,Fill Syringe,Vecuronium,5,1,0,0,0,15:45:12:5481,
15:45:12:5481,Apply Lable,Vecuronium,5,1,1,0,0,15:45:16:0515,
15:45:16:0515,AdministerSyringe,Vecuronium,5,1,1,1,0,15:45:22:8582,
15:45:22:8582,Trash Syringe,Vecuronium,5,1,1,1,1,15:45:26:7546,
15:45:28:0635,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 13 mL of Atropine
15:45:28:0635,Select Drug,Atropine,-,-,-,-,-,15:45:31:7765,
15:45:31:7830,Move Syringe,no,0.00,0,0,0,0,15:45:47:5855,
15:45:47:5855,Fill Syringe,Atropine,13,1,0,0,0,15:45:48:2653,
15:45:48:2653,Apply Lable,Atropine,13,1,1,0,0,15:45:50:1197,
15:45:50:1197,AdministerSyringe,Atropine,13,1,1,1,0,15:46:00:4245,
15:46:00:4245,Trash Syringe,Atropine,13,1,1,1,1,15:46:04:4708,
15:47:07:4826,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 15 mL of Atropine
15:47:07:4826,Select Drug,Atropine,-,-,-,-,-,15:47:19:0601,
15:47:19:0601,Move Syringe,no,0.00,0,0,0,0,15:47:25:4974,

