Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
08:35:59:4605,Fill Syringe,Succinylcholine,7,1,0,0,0,08:36:08:2322,
08:36:08:2322,Apply Lable,Succinylcholine,7,1,1,0,0,08:36:10:0871,
08:36:10:0871,AdministerSyringe,Succinylcholine,7,1,1,1,0,08:36:12:0089,
08:36:12:0089,Trash Syringe,Succinylcholine,7,1,1,1,1,08:36:15:5844,
08:36:16:5284,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
08:36:16:5284,Select Drug,Fentanyl,-,-,-,-,-,08:36:24:7310,
08:36:24:7310,Move Syringe,no,0.00,0,0,0,0,08:36:27:5154,
08:36:27:5154,Fill Syringe,Fentanyl,3,1,0,0,0,08:36:30:9788,
08:36:30:9788,Apply Lable,Fentanyl,3,1,1,0,0,08:36:32:2863,
08:36:32:2863,AdministerSyringe,Fentanyl,3,1,1,1,0,08:36:34:5730,
08:36:34:5730,Trash Syringe,Fentanyl,3,1,1,1,1,08:36:37:3564,
08:36:38:1179,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
08:36:38:1179,Select Drug,Fentanyl,-,-,-,-,-,08:36:40:0546,
08:36:40:0546,Move Syringe,no,0.00,0,0,0,0,08:36:43:9147,
08:36:43:9147,Fill Syringe,Fentanyl,1,1,0,0,0,08:36:44:9259,
08:36:44:9259,Apply Lable,Fentanyl,1,1,1,0,0,08:36:46:2345,
08:36:46:2345,AdministerSyringe,Fentanyl,1,1,1,1,0,08:36:48:2389,
08:36:48:2389,Trash Syringe,Fentanyl,1,1,1,1,1,08:36:51:2056,
08:36:58:8542,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
08:36:58:8542,Select Drug,Rocuronium,-,-,-,-,-,08:37:03:6750,
08:37:03:6750,Move Syringe,no,0.00,0,0,0,0,08:37:06:3171,
08:37:06:3171,Fill Syringe,Rocuronium,3,1,0,0,0,08:37:08:3560,
08:37:08:3560,Apply Lable,Rocuronium,3,1,1,0,0,08:37:10:7960,
08:37:10:7960,AdministerSyringe,Rocuronium,3,1,1,1,0,08:37:23:5217,
08:37:23:5217,Trash Syringe,Rocuronium,3,1,1,1,1,08:37:26:3889,
08:37:27:7136,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
08:37:27:7136,Select Drug,Fentanyl,-,-,-,-,-,08:37:30:6639,
08:37:30:6639,Move Syringe,no,0.00,0,0,0,0,08:37:33:4039,
08:37:33:4039,Fill Syringe,Fentanyl,5,1,0,0,0,08:37:42:8433,
08:37:42:8433,Trash Syringe,Fentanyl,5,1,0,0,1,08:37:47:2168,
08:37:47:2168,Select Drug,Fentanyl,-,-,-,-,-,08:37:52:4863,
08:37:52:4863,Move Syringe,no,0.00,0,0,0,0,08:37:54:3679,
08:37:54:3679,Fill Syringe,Fentanyl,4,1,0,0,0,08:37:57:8311,
08:37:57:8311,Apply Lable,Fentanyl,4,1,1,0,0,08:38:00:5353,
08:38:00:5353,AdministerSyringe,Fentanyl,4,1,1,1,0,08:38:11:4743,
08:38:11:4743,Trash Syringe,Fentanyl,4,1,1,1,1,08:38:16:3118,
08:38:17:2062,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 5 mL of Vecuronium
08:38:17:2062,Select Drug,Vecuronium,-,-,-,-,-,08:38:21:9595,
08:38:21:9595,Move Syringe,no,0.00,0,0,0,0,08:38:23:8906,
08:38:23:8906,Fill Syringe,Vecuronium,5,1,0,0,0,08:38:33:0098,
08:38:33:0098,Apply Lable,Vecuronium,5,1,1,0,0,08:38:34:6166,
08:38:34:6166,AdministerSyringe,Vecuronium,5,1,1,1,0,08:38:36:6375,
08:38:36:6375,Trash Syringe,Vecuronium,5,1,1,1,1,08:38:40:0703,
08:38:40:7000,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 13 mL of Atropine
08:38:40:7000,Select Drug,Atropine,-,-,-,-,-,08:38:43:8664,
08:38:43:8664,Move Syringe,no,0.00,0,0,0,0,08:38:46:3280,
08:38:46:3280,Fill Syringe,Atropine,13,1,0,0,0,08:38:49:6420,
08:38:49:6420,Apply Lable,Atropine,13,1,1,0,0,08:38:51:2485,
08:38:51:2485,AdministerSyringe,Atropine,13,1,1,1,0,08:38:54:2305,
08:38:54:2305,Trash Syringe,Atropine,13,1,1,1,1,08:38:57:1238,
08:39:02:2420,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 15 mL of Atropine
08:39:02:2420,Select Drug,Atropine,-,-,-,-,-,08:39:05:9834,
08:39:05:9834,Move Syringe,no,0.00,0,0,0,0,08:39:07:9826,
08:39:07:9826,Fill Syringe,Atropine,15,1,0,0,0,08:39:11:1646,
08:39:11:1646,Apply Lable,Atropine,15,1,1,0,0,08:39:12:7376,
08:39:12:7376,AdministerSyringe,Atropine,15,1,1,1,0,08:39:14:7252,
08:39:14:7252,Trash Syringe,Atropine,15,1,1,1,1,08:39:18:3734,
08:39:19:0522,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
08:39:19:0522,Select Drug,Succinylcholine,-,-,-,-,-,08:39:26:3247,
08:39:26:3247,Move Syringe,no,0.00,0,0,0,0,08:39:29:9143,
08:39:29:9143,Fill Syringe,Succinylcholine,8,1,0,0,0,08:39:32:1352,
08:39:32:1352,Apply Lable,Succinylcholine,8,1,1,0,0,08:39:33:4104,
08:39:33:4104,AdministerSyringe,Succinylcholine,8,1,1,1,0,08:39:35:3326,
08:39:35:3326,Trash Syringe,Succinylcholine,8,1,1,1,1,08:39:38:2066,
08:39:39:1175,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 6 mL of Lidocaine
08:39:39:1175,Select Drug,Lidocaine,-,-,-,-,-,08:39:47:2419,
08:39:47:2419,Move Syringe,no,0.00,0,0,0,0,08:39:48:7753,
08:39:48:7753,Fill Syringe,Lidocaine,6,1,0,0,0,08:39:51:9739,
08:39:51:9739,Apply Lable,Lidocaine,6,1,1,0,0,08:39:53:3646,
08:39:53:3646,AdministerSyringe,Lidocaine,6,1,1,1,0,08:39:55:3522,
08:39:55:3522,Trash Syringe,Lidocaine,6,1,1,1,1,08:39:58:9183,
08:39:59:7796,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 3 mL of Lidocaine
08:39:59:7796,Select Drug,Lidocaine,-,-,-,-,-,08:40:01:0525,
08:40:01:0525,Move Syringe,no,0.00,0,0,0,0,08:40:03:3186,
08:40:03:3186,Fill Syringe,Lidocaine,3,1,0,0,0,08:40:06:5498,
08:40:06:5498,Apply Lable,Lidocaine,3,1,1,0,0,08:40:08:3917,
08:40:08:3917,AdministerSyringe,Lidocaine,3,1,1,1,0,08:40:15:6436,
08:40:15:6436,Trash Syringe,Lidocaine,3,1,1,1,1,08:40:19:1850,
08:40:19:9135,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
08:40:19:9135,Select Drug,Vecuronium,-,-,-,-,-,08:40:23:4569,
08:40:23:4569,Move Syringe,no,0.00,0,0,0,0,08:40:24:9243,
08:40:24:9243,Fill Syringe,Vecuronium,6,1,0,0,0,08:40:27:1947,
08:40:27:1947,Apply Lable,Vecuronium,6,1,1,0,0,08:40:28:6691,
08:40:28:6691,AdministerSyringe,Vecuronium,6,1,1,1,0,08:40:30:5409,
08:40:30:5409,Trash Syringe,Vecuronium,6,1,1,1,1,08:40:33:0897,
08:40:41:7579,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 13 mL of Propofol
08:40:41:7584,Select Drug,Propofol,-,-,-,-,-,08:40:46:5146,
08:40:46:5146,Move Syringe,no,0.00,0,0,0,0,08:40:48:2142,
08:40:48:2142,Fill Syringe,Propofol,13,1,0,0,0,08:40:54:3730,
08:40:54:3730,Apply Lable,Propofol,13,1,1,0,0,08:40:55:9296,
08:40:55:9296,AdministerSyringe,Propofol,13,1,1,1,0,08:40:57:8680,
08:40:57:8680,Trash Syringe,Propofol,13,1,1,1,1,08:41:01:0375,

