Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
10:30:14:6958,AdministerSyringe,Lidocaine,7,1,1,1,0,10:30:21:2282,
10:30:21:2282,Trash Syringe,Lidocaine,7,1,1,1,1,10:30:26:5319,
10:30:27:5758,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
10:30:27:5758,Select Drug,Midazolam,-,-,-,-,-,10:30:31:9139,
10:30:31:9139,Move Syringe,no,0.00,0,0,0,0,10:30:34:9033,
10:30:34:9033,Fill Syringe,Midazolam,5,1,0,0,0,10:30:37:4060,
10:30:37:4060,Apply Lable,Midazolam,5,1,1,0,0,10:30:38:9956,
10:30:38:9956,AdministerSyringe,Midazolam,5,1,1,1,0,10:30:41:7292,
10:30:41:7292,Trash Syringe,Midazolam,5,1,1,1,1,10:30:45:4253,
10:30:51:2075,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
10:30:51:2075,Select Drug,Propofol,-,-,-,-,-,10:30:57:9506,
10:30:57:9506,Move Syringe,no,0.00,0,0,0,0,10:31:00:8915,
10:31:00:8915,Fill Syringe,Propofol,22,1,0,0,0,10:31:05:1504,
10:31:05:1504,Apply Lable,Propofol,22,1,1,0,0,10:31:06:6233,
10:31:06:6233,AdministerSyringe,Propofol,22,1,1,1,0,10:31:09:5066,
10:31:09:5066,Trash Syringe,Propofol,22,1,1,1,1,10:31:19:2251,
10:31:20:5506,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
10:31:20:5506,Select Drug,Rocuronium,-,-,-,-,-,10:31:26:6295,
10:31:26:6295,Move Syringe,no,0.00,0,0,0,0,10:31:31:9960,
10:31:31:9960,Fill Syringe,Rocuronium,12,1,0,0,0,10:31:51:7914,
10:31:51:7914,Apply Lable,Rocuronium,12,1,1,0,0,10:31:53:5958,
10:31:53:5958,AdministerSyringe,Rocuronium,12,1,1,1,0,10:31:56:5286,
10:31:56:5286,Trash Syringe,Rocuronium,12,1,1,1,1,10:32:00:6055,
10:32:06:9778,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
10:32:06:9778,Select Drug,Propofol,-,-,-,-,-,10:32:13:5684,
10:32:13:5684,Move Syringe,no,0.00,0,0,0,0,10:32:17:1730,
10:32:17:1730,Fill Syringe,Propofol,28,1,0,0,0,10:32:22:1604,
10:32:22:1604,Apply Lable,Propofol,28,1,1,0,0,10:32:24:2420,
10:32:24:2420,AdministerSyringe,Propofol,28,1,1,1,0,10:32:36:0402,
10:32:36:0402,Trash Syringe,Propofol,28,1,1,1,1,10:32:40:3051,
10:32:41:4482,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
10:32:41:4482,Select Drug,Atropine,-,-,-,-,-,10:32:52:6318,
10:32:52:6318,Move Syringe,no,0.00,0,0,0,0,10:33:08:3798,
10:33:08:3798,Fill Syringe,Atropine,12,1,0,0,0,10:33:09:2917,
10:33:09:2917,Apply Lable,Atropine,12,1,1,0,0,10:33:12:3223,
10:33:12:3223,AdministerSyringe,Atropine,12,1,1,1,0,10:33:15:4376,
10:33:15:4376,Trash Syringe,Atropine,12,1,1,1,1,10:33:20:6184,
10:33:25:7009,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
10:33:25:7009,Select Drug,Succinylcholine,-,-,-,-,-,10:33:31:9170,
10:33:31:9170,Move Syringe,no,0.00,0,0,0,0,10:33:37:1938,
10:33:37:1938,Fill Syringe,Succinylcholine,8,1,0,0,0,10:33:41:9823,
10:33:41:9823,Apply Lable,Succinylcholine,8,1,1,0,0,10:33:43:7826,
10:33:43:7826,AdministerSyringe,Succinylcholine,8,1,1,1,0,10:33:54:6046,
10:33:54:6046,Trash Syringe,Succinylcholine,8,1,1,1,1,10:33:58:2583,
10:33:59:9147,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
10:33:59:9147,Select Drug,Lidocaine,-,-,-,-,-,10:34:04:2884,
10:34:04:2884,Move Syringe,no,0.00,0,0,0,0,10:34:11:6912,
10:34:11:6912,Fill Syringe,Lidocaine,4,1,0,0,0,10:34:17:7553,
10:34:17:7553,Apply Lable,Lidocaine,4,1,1,0,0,10:34:19:7096,
10:34:19:7096,AdministerSyringe,Lidocaine,4,1,1,1,0,10:34:22:7908,
10:34:22:7908,Trash Syringe,Lidocaine,4,1,1,1,1,10:34:31:5777,
10:34:32:6541,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
10:34:32:6541,Select Drug,Fentanyl,-,-,-,-,-,10:34:36:2301,
10:34:36:2301,Move Syringe,no,0.00,0,0,0,0,10:34:38:1949,
10:34:38:1949,Fill Syringe,Fentanyl,4,1,0,0,0,10:34:39:3550,
10:34:39:3550,Apply Lable,Fentanyl,4,1,1,0,0,10:34:40:9116,
10:34:40:9116,AdministerSyringe,Fentanyl,4,1,1,1,0,10:34:44:1753,
10:34:44:1753,Trash Syringe,Fentanyl,4,1,1,1,1,10:34:48:0246,
10:34:54:7515,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
10:34:54:7515,Select Drug,Vecuronium,-,-,-,-,-,10:35:01:1769,
10:35:01:1769,Move Syringe,no,0.00,0,0,0,0,10:35:03:5718,
10:35:03:5718,Fill Syringe,Vecuronium,3,1,0,0,0,10:35:08:5756,
10:35:08:5756,Apply Lable,Vecuronium,3,1,1,0,0,10:35:11:6121,
10:35:11:6121,AdministerSyringe,Vecuronium,3,1,1,1,0,10:35:20:4237,
10:35:20:4237,Trash Syringe,Vecuronium,3,1,1,1,1,10:35:35:3080,
10:35:39:0358,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 2 mL of Fentanyl
10:35:39:0358,Select Drug,Fentanyl,-,-,-,-,-,10:35:47:2993,
10:35:47:2993,Move Syringe,no,0.00,0,0,0,0,10:35:49:5616,
10:35:49:5616,Fill Syringe,Fentanyl,2,1,0,0,0,10:35:54:2015,
10:35:54:2015,Apply Lable,Fentanyl,2,1,1,0,0,10:35:55:7090,
10:35:55:7090,AdministerSyringe,Fentanyl,2,1,1,1,0,10:36:04:0595,
10:36:04:0595,Trash Syringe,Fentanyl,2,1,1,1,1,10:36:07:8239,
10:36:08:9674,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 7 mL of Succinylcholine
10:36:08:9674,Select Drug,Succinylcholine,-,-,-,-,-,10:36:20:7274,
10:36:20:7274,Move Syringe,no,0.00,0,0,0,0,10:36:24:6128,
10:36:24:6128,Fill Syringe,Succinylcholine,7,1,0,0,0,10:36:28:1747,
10:36:28:1747,Apply Lable,Succinylcholine,7,1,1,0,0,10:36:30:3666,
10:36:30:3666,AdministerSyringe,Succinylcholine,7,1,1,1,0,10:36:40:4220,
10:36:40:4220,Trash Syringe,Succinylcholine,7,1,1,1,1,10:36:44:1585,
10:36:45:7158,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
10:36:45:7158,Select Drug,Fentanyl,-,-,-,-,-,10:36:54:2478,
10:36:54:2478,Move Syringe,no,0.00,0,0,0,0,10:36:56:0948,
10:36:56:0953,Fill Syringe,Fentanyl,3,1,0,0,0,10:37:01:4967,
10:37:01:4967,Apply Lable,Fentanyl,3,1,1,0,0,10:37:03:1193,
10:37:03:1193,AdministerSyringe,Fentanyl,3,1,1,1,0,10:37:05:6050,
10:37:05:6050,Trash Syringe,Fentanyl,3,1,1,1,1,10:37:08:9111,
10:37:14:1247,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
10:37:14:1247,Select Drug,Fentanyl,-,-,-,-,-,10:37:17:8832,
10:37:17:8832,Move Syringe,no,0.00,0,0,0,0,10:37:24:3373,
10:37:24:3373,Fill Syringe,Fentanyl,1,1,0,0,0,10:37:26:9724,
10:37:26:9724,Apply Lable,Fentanyl,1,1,1,0,0,10:37:28:7276,
10:37:28:7276,AdministerSyringe,Fentanyl,1,1,1,1,0,10:37:31:5442,
10:37:31:5442,Trash Syringe,Fentanyl,1,1,1,1,1,10:37:39:2234,
10:37:40:7640,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
10:37:40:7640,Select Drug,Rocuronium,-,-,-,-,-,10:37:45:7819,
10:37:45:7824,Move Syringe,no,0.00,0,0,0,0,10:38:02:8995,
10:38:02:8995,Fill Syringe,Rocuronium,3,1,0,0,0,10:38:06:7274,
10:38:06:7274,Apply Lable,Rocuronium,3,1,1,0,0,10:38:08:8471,
10:38:08:8471,AdministerSyringe,Rocuronium,3,1,1,1,0,10:38:11:6305,
10:38:11:6305,Trash Syringe,Rocuronium,3,1,1,1,1,10:38:16:1040,
10:38:21:3778,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
10:38:21:3778,Select Drug,Fentanyl,-,-,-,-,-,10:38:25:8512,
10:38:25:8512,Move Syringe,no,0.00,0,0,0,0,10:38:28:4351,
10:38:28:4351,Fill Syringe,Fentanyl,4,1,0,0,0,10:38:32:3290,
10:38:32:3290,Apply Lable,Fentanyl,4,1,1,0,0,10:38:34:3494,
10:38:34:3494,AdministerSyringe,Fentanyl,4,1,1,1,0,10:38:37:1990,
10:38:37:1990,Trash Syringe,Fentanyl,4,1,1,1,1,10:38:42:7969,

