Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
10:37:00:8286,AdministerSyringe,Fentanyl,4,1,1,1,0,10:37:10:4398,
10:37:10:4398,Trash Syringe,Fentanyl,4,1,1,1,1,10:37:14:4084,
10:37:15:8497,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
10:37:15:8497,Select Drug,Vecuronium,-,-,-,-,-,10:37:21:8607,
10:37:21:8607,Move Syringe,no,0.00,0,0,0,0,10:37:24:8853,
10:37:24:8853,Fill Syringe,Vecuronium,3,1,0,0,0,10:37:28:3981,
10:37:28:3981,Apply Lable,Vecuronium,3,1,1,0,0,10:37:30:6820,
10:37:30:6820,AdministerSyringe,Vecuronium,3,1,1,1,0,10:37:39:7624,
10:37:39:7624,Trash Syringe,Vecuronium,3,1,1,1,1,10:37:43:8404,
10:37:44:6686,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 2 mL of Fentanyl
10:37:44:6686,Select Drug,Fentanyl,-,-,-,-,-,10:37:48:1128,
10:37:48:1128,Move Syringe,no,0.00,0,0,0,0,10:37:50:6075,
10:37:50:6075,Fill Syringe,Fentanyl,2,1,0,0,0,10:37:54:3189,
10:37:54:3189,Apply Lable,Fentanyl,2,1,1,0,0,10:37:55:8916,
10:37:55:8916,AdministerSyringe,Fentanyl,2,1,1,1,0,10:37:57:7636,
10:37:57:7636,Trash Syringe,Fentanyl,2,1,1,1,1,10:38:13:7699,
10:38:15:1942,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 7 mL of Succinylcholine
10:38:15:1942,Select Drug,Succinylcholine,-,-,-,-,-,10:38:31:0763,
10:38:31:0763,Move Syringe,no,0.00,0,0,0,0,10:38:33:1232,
10:38:33:1232,Fill Syringe,Succinylcholine,7,1,0,0,0,10:38:37:0833,
10:38:37:0833,Apply Lable,Succinylcholine,7,1,1,0,0,10:38:39:8493,
10:38:39:8493,AdministerSyringe,Succinylcholine,7,1,1,1,0,10:38:42:0857,
10:38:42:0857,Trash Syringe,Succinylcholine,7,1,1,1,1,10:38:48:5264,
10:38:50:0335,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
10:38:50:0335,Select Drug,Fentanyl,-,-,-,-,-,10:38:59:1468,
10:38:59:1468,Move Syringe,no,0.00,0,0,0,0,10:39:01:5081,
10:39:01:5081,Fill Syringe,Fentanyl,3,1,0,0,0,10:39:05:2362,
10:39:05:2362,Apply Lable,Fentanyl,3,1,1,0,0,10:39:06:9087,
10:39:06:9087,AdministerSyringe,Fentanyl,3,1,1,1,0,10:39:09:8916,
10:39:09:8916,Trash Syringe,Fentanyl,3,1,1,1,1,10:39:13:6106,
10:39:19:3223,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
10:39:19:3223,Select Drug,Fentanyl,-,-,-,-,-,10:39:22:2210,
10:39:22:2210,Move Syringe,no,0.00,0,0,0,0,10:39:27:9300,
10:39:27:9300,Fill Syringe,Fentanyl,1,1,0,0,0,10:39:31:0779,
10:39:31:0779,Apply Lable,Fentanyl,1,1,1,0,0,10:39:32:4851,
10:39:32:4851,AdministerSyringe,Fentanyl,1,1,1,1,0,10:39:35:0535,
10:39:35:0535,Trash Syringe,Fentanyl,1,1,1,1,1,10:39:46:3273,
10:39:47:2884,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
10:39:47:2884,Select Drug,Rocuronium,-,-,-,-,-,10:39:51:9949,
10:39:51:9949,Move Syringe,no,0.00,0,0,0,0,10:40:00:2283,
10:40:00:2283,Fill Syringe,Rocuronium,3,1,0,0,0,10:40:04:6853,
10:40:04:6853,Apply Lable,Rocuronium,3,1,1,0,0,10:40:05:9933,
10:40:05:9933,AdministerSyringe,Rocuronium,3,1,1,1,0,10:40:08:8264,
10:40:08:8264,Trash Syringe,Rocuronium,3,1,1,1,1,10:40:14:0210,
10:40:15:6278,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
10:40:15:6278,Select Drug,Fentanyl,-,-,-,-,-,10:40:24:3872,
10:40:24:3872,Move Syringe,no,0.00,0,0,0,0,10:40:26:8988,
10:40:26:8988,Fill Syringe,Fentanyl,5,1,0,0,0,10:40:31:7864,
10:40:31:7869,Trash Syringe,Fentanyl,5,1,0,0,1,10:40:35:7627,
10:40:35:7627,Select Drug,Fentanyl,-,-,-,-,-,10:40:42:8716,
10:40:42:8716,Move Syringe,no,0.00,0,0,0,0,10:40:44:8363,

